name	term	lev	seq	value
"dioxygenase activity"	GO:0051213	3	isogroup10033	-0.0996262986107297
"dioxygenase activity"	GO:0051213	3	isogroup10069	0.744730004080367
"dioxygenase activity"	GO:0051213	3	isogroup10282	1.66046921259823
"dioxygenase activity"	GO:0051213	3	isogroup10479	-1.01945051213173
"dioxygenase activity"	GO:0051213	3	isogroup10634	1.05409954088486
"dioxygenase activity"	GO:0051213	3	isogroup10654	0.0706420486480681
"dioxygenase activity"	GO:0051213	3	isogroup11256	-0.0330145615378967
"dioxygenase activity"	GO:0051213	3	isogroup11573	0.706857442260656
"dioxygenase activity"	GO:0051213	3	isogroup1176	-0.855726833139926
"dioxygenase activity"	GO:0051213	3	isogroup11782	0.241874119106342
"dioxygenase activity"	GO:0051213	3	isogroup11866	1.54130227735729
"dioxygenase activity"	GO:0051213	3	isogroup11966	0.00332176866766076
"dioxygenase activity"	GO:0051213	3	isogroup12419	0.0637347478561026
"dioxygenase activity"	GO:0051213	3	isogroup13221	0.0245296687596124
"dioxygenase activity"	GO:0051213	3	isogroup13565	-2.81722521511725
"dioxygenase activity"	GO:0051213	3	isogroup13943	-4.43896526455406
"dioxygenase activity"	GO:0051213	3	isogroup14508	0.0159980221018117
"dioxygenase activity"	GO:0051213	3	isogroup1923	0.0159628655617894
"dioxygenase activity"	GO:0051213	3	isogroup19574	-2.6321883948435
"dioxygenase activity"	GO:0051213	3	isogroup2043	3.92196756642079
"dioxygenase activity"	GO:0051213	3	isogroup22357	-3.53829702248731e-06
"dioxygenase activity"	GO:0051213	3	isogroup2520	-9.08780395819809
"dioxygenase activity"	GO:0051213	3	isogroup25220	0.0352852955745107
"dioxygenase activity"	GO:0051213	3	isogroup30450	-0.288581390936429
"dioxygenase activity"	GO:0051213	3	isogroup3269	1.97248420817792
"dioxygenase activity"	GO:0051213	3	isogroup3422	-0.257682533532432
"dioxygenase activity"	GO:0051213	3	isogroup4381	-0.368742742095037
"dioxygenase activity"	GO:0051213	3	isogroup4648	-0.739330530694104
"dioxygenase activity"	GO:0051213	3	isogroup4660	4.06412959283713
"dioxygenase activity"	GO:0051213	3	isogroup5233	0.0228859955708742
"dioxygenase activity"	GO:0051213	3	isogroup5542	-7.908114476273
"dioxygenase activity"	GO:0051213	3	isogroup5652	1.46935375513641
"dioxygenase activity"	GO:0051213	3	isogroup5805	-0.974431222602789
"dioxygenase activity"	GO:0051213	3	isogroup5853	-1.65288054409837
"dioxygenase activity"	GO:0051213	3	isogroup6320	0.253630508246431
"dioxygenase activity"	GO:0051213	3	isogroup6625	1.71280950393719
"dioxygenase activity"	GO:0051213	3	isogroup7060	0.356266245325941
"dioxygenase activity"	GO:0051213	3	isogroup7219	-8.4923649849751
"dioxygenase activity"	GO:0051213	3	isogroup7262	0.917806661479489
"dioxygenase activity"	GO:0051213	3	isogroup8053	0.135044981997908
"dioxygenase activity"	GO:0051213	3	isogroup8574	0.8321147226074
"dioxygenase activity"	GO:0051213	3	isogroup8596	-1.15845511313356
"dioxygenase activity"	GO:0051213	3	isogroup9057	0.0398855801840483
"dioxygenase activity"	GO:0051213	3	isogroup9287	1.60581802220088
"dioxygenase activity"	GO:0051213	3	isogroup9379	-0.282151087638937
"dioxygenase activity"	GO:0051213	3	isogroup9663	0.933966941758598
"dioxygenase activity"	GO:0051213	3	isogroup9697	-0.645124358705772
"phospholipid binding"	GO:0005543	2	isogroup1085	2.43393746375784
"phospholipid binding"	GO:0005543	2	isogroup1107	-3.03292639548752
"phospholipid binding"	GO:0005543	2	isogroup1428	-0.990560576807752
"phospholipid binding"	GO:0005543	2	isogroup2304	1.38214818377307
"phospholipid binding"	GO:0005543	2	isogroup3110	-1.50758129609491
"phospholipid binding"	GO:0005543	2	isogroup379	-0.266498154259239
"phospholipid binding"	GO:0005543	2	isogroup4488	-0.986477321215659
"phospholipid binding"	GO:0005543	2	isogroup574	0.815838892525846
"phospholipid binding"	GO:0005543	2	isogroup8991	-0.278612787604743
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup10812	2.61481237260011
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup12169	-0.369249993686054
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup12611	-0.277764322019664
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup1735	-9.06536324803733
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup2909	0.0739969752972911
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup4204	0.970107234550454
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup5004	1.63906798788
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup5101	-0.0269093692991476
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup5958	-0.0677728800476984
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup8056	-1.95378024501949
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup8799	0.195580745768297
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup9918	-0.177088283096111
"acid-thiol ligase activity"	GO:0016405;GO:0016878	4	isogroup1311	2.14924040047208
"endothelin-converting enzyme activity"	GO:0016511	-1	isogroup15633	-0.0128067906102132
"endothelin-converting enzyme activity"	GO:0016511	-1	isogroup2389	1.34786807803985
"endothelin-converting enzyme activity"	GO:0016511	-1	isogroup2894	0.000717623398344358
"endothelin-converting enzyme activity"	GO:0016511	-1	isogroup3545	-0.985911676664017
"endothelin-converting enzyme activity"	GO:0016511	-1	isogroup3715	-4.41287909640883
"endothelin-converting enzyme activity"	GO:0016511	-1	isogroup3866	-0.00318316608419877
"endothelin-converting enzyme activity"	GO:0016511	-1	isogroup4136	0.0308662483584499
"endothelin-converting enzyme activity"	GO:0016511	-1	isogroup655	-0.745413302775148
"nucleotide diphosphatase activity"	GO:0004551;GO:0008796	2	isogroup10469	-0.0148566682736941
"nucleotide diphosphatase activity"	GO:0004551;GO:0008796	2	isogroup12848	0.254916129520325
"nucleotide diphosphatase activity"	GO:0004551;GO:0008796	2	isogroup1327	5.48272817696812
"nucleotide diphosphatase activity"	GO:0004551;GO:0008796	2	isogroup1966	0.654131398941217
"nucleotide diphosphatase activity"	GO:0004551;GO:0008796	2	isogroup2172	-0.0095969608899793
